technology,region,energy_system_scenario,freight_demand_scenario,year,number_of_charging_stations,cost_per_station ($),track_mile (mi),rail_track_cost ($/mi),infrastructure_O&M_cost ($/year)
battery,texas,business_as_usual,increase_maritime,2045,50,460833.7237,15268,1500000,455000000
battery,north_west,business_as_usual,increase_maritime,2045,56,460833.7237,14458,1500000,455000000
battery,south_west,business_as_usual,increase_maritime,2045,38,460833.7237,15518,1500000,455000000
battery,california,business_as_usual,increase_maritime,2045,46,460833.7237,18209,1500000,455000000
battery,north_east,50%_reduction_2050,business_as_usual,2045,52,460833.7237,14015,1500000,455000000
battery,middle_atlantic,50%_reduction_2050,business_as_usual,2045,38,460833.7237,14810,1500000,455000000
battery,south_east,50%_reduction_2050,business_as_usual,2045,55,460833.7237,12778,1500000,455000000
battery,north_central,50%_reduction_2050,business_as_usual,2045,41,460833.7237,15352,1500000,455000000
battery,central,50%_reduction_2050,business_as_usual,2045,39,460833.7237,17959,1500000,455000000
battery,texas,50%_reduction_2050,business_as_usual,2045,54,460833.7237,12691,1500000,455000000
battery,north_west,50%_reduction_2050,business_as_usual,2045,49,460833.7237,13586,1500000,455000000
battery,south_west,50%_reduction_2050,business_as_usual,2045,55,460833.7237,16318,1500000,455000000
battery,california,50%_reduction_2050,business_as_usual,2045,56,460833.7237,14032,1500000,455000000
battery,north_east,50%_reduction_2050,agricultual_production_shift,2045,48,460833.7237,13223,1500000,455000000
battery,middle_atlantic,50%_reduction_2050,agricultual_production_shift,2045,41,460833.7237,17667,1500000,455000000
battery,south_east,50%_reduction_2050,agricultual_production_shift,2045,42,460833.7237,16134,1500000,455000000
battery,north_central,50%_reduction_2050,agricultual_production_shift,2045,54,460833.7237,16290,1500000,455000000
battery,central,50%_reduction_2050,agricultual_production_shift,2045,48,460833.7237,14892,1500000,455000000
battery,texas,50%_reduction_2050,agricultual_production_shift,2045,40,460833.7237,16937,1500000,455000000
battery,north_west,50%_reduction_2050,agricultual_production_shift,2045,52,460833.7237,14402,1500000,455000000
battery,south_west,50%_reduction_2050,agricultual_production_shift,2045,45,460833.7237,18452,1500000,455000000
battery,california,50%_reduction_2050,agricultual_production_shift,2045,40,460833.7237,17156,1500000,455000000
battery,north_east,50%_reduction_2050,decrease_agricultual_production,2045,40,460833.7237,17477,1500000,455000000
battery,middle_atlantic,50%_reduction_2050,decrease_agricultual_production,2045,51,460833.7237,15142,1500000,455000000
battery,south_east,50%_reduction_2050,decrease_agricultual_production,2045,41,460833.7237,15042,1500000,455000000
battery,north_central,50%_reduction_2050,decrease_agricultual_production,2045,38,460833.7237,13236,1500000,455000000
battery,central,50%_reduction_2050,decrease_agricultual_production,2045,44,460833.7237,14558,1500000,455000000
battery,texas,50%_reduction_2050,decrease_agricultual_production,2045,38,460833.7237,14204,1500000,455000000
battery,north_west,50%_reduction_2050,decrease_agricultual_production,2045,42,460833.7237,13292,1500000,455000000
battery,south_west,50%_reduction_2050,decrease_agricultual_production,2045,54,460833.7237,17723,1500000,455000000
battery,california,50%_reduction_2050,decrease_agricultual_production,2045,46,460833.7237,14603,1500000,455000000
battery,north_east,50%_reduction_2050,population_shift,2045,53,460833.7237,18212,1500000,455000000
battery,middle_atlantic,50%_reduction_2050,population_shift,2045,44,460833.7237,15778,1500000,455000000
battery,south_east,50%_reduction_2050,population_shift,2045,38,460833.7237,14006,1500000,455000000
battery,north_central,50%_reduction_2050,population_shift,2045,40,460833.7237,16640,1500000,455000000
battery,central,50%_reduction_2050,population_shift,2045,52,460833.7237,13725,1500000,455000000
battery,texas,50%_reduction_2050,population_shift,2045,43,460833.7237,12712,1500000,455000000
battery,north_west,50%_reduction_2050,population_shift,2045,48,460833.7237,17578,1500000,455000000
battery,south_west,50%_reduction_2050,population_shift,2045,47,460833.7237,14709,1500000,455000000
battery,california,50%_reduction_2050,population_shift,2045,50,460833.7237,14045,1500000,455000000
battery,north_east,50%_reduction_2050,increase_maritime,2045,39,460833.7237,13479,1500000,455000000
battery,middle_atlantic,50%_reduction_2050,increase_maritime,2045,40,460833.7237,17059,1500000,455000000
battery,south_east,50%_reduction_2050,increase_maritime,2045,40,460833.7237,16100,1500000,455000000
battery,north_central,50%_reduction_2050,increase_maritime,2045,40,460833.7237,17976,1500000,455000000
battery,central,50%_reduction_2050,increase_maritime,2045,51,460833.7237,15444,1500000,455000000
battery,texas,50%_reduction_2050,increase_maritime,2045,55,460833.7237,13932,1500000,455000000
battery,north_west,50%_reduction_2050,increase_maritime,2045,42,460833.7237,17045,1500000,455000000
battery,south_west,50%_reduction_2050,increase_maritime,2045,49,460833.7237,17076,1500000,455000000
battery,california,50%_reduction_2050,increase_maritime,2045,51,460833.7237,13317,1500000,455000000
battery,north_east,net_zero_2050,business_as_usual,2045,50,460833.7237,12655,1500000,455000000
battery,middle_atlantic,net_zero_2050,business_as_usual,2045,45,460833.7237,13594,1500000,455000000
battery,south_east,net_zero_2050,business_as_usual,2045,38,460833.7237,12655,1500000,455000000
battery,north_central,net_zero_2050,business_as_usual,2045,41,460833.7237,16273,1500000,455000000
battery,central,net_zero_2050,business_as_usual,2045,50,460833.7237,14847,1500000,455000000
battery,texas,net_zero_2050,business_as_usual,2045,41,460833.7237,18490,1500000,455000000
battery,north_west,net_zero_2050,business_as_usual,2045,53,460833.7237,16016,1500000,455000000
battery,south_west,net_zero_2050,business_as_usual,2045,53,460833.7237,12847,1500000,455000000
battery,california,net_zero_2050,business_as_usual,2045,40,460833.7237,18134,1500000,455000000
battery,north_east,net_zero_2050,agricultual_production_shift,2045,52,460833.7237,16882,1500000,455000000
battery,middle_atlantic,net_zero_2050,agricultual_production_shift,2045,49,460833.7237,17863,1500000,455000000
battery,south_east,net_zero_2050,agricultual_production_shift,2045,47,460833.7237,13295,1500000,455000000
battery,north_central,net_zero_2050,agricultual_production_shift,2045,39,460833.7237,15720,1500000,455000000
battery,central,net_zero_2050,agricultual_production_shift,2045,48,460833.7237,17739,1500000,455000000
battery,texas,net_zero_2050,agricultual_production_shift,2045,51,460833.7237,13707,1500000,455000000
battery,north_west,net_zero_2050,agricultual_production_shift,2045,54,460833.7237,18355,1500000,455000000
battery,south_west,net_zero_2050,agricultual_production_shift,2045,52,460833.7237,18368,1500000,455000000
battery,california,net_zero_2050,agricultual_production_shift,2045,39,460833.7237,16901,1500000,455000000
battery,north_east,net_zero_2050,decrease_agricultual_production,2045,50,460833.7237,14129,1500000,455000000
battery,middle_atlantic,net_zero_2050,decrease_agricultual_production,2045,45,460833.7237,17586,1500000,455000000
battery,south_east,net_zero_2050,decrease_agricultual_production,2045,42,460833.7237,17707,1500000,455000000
battery,north_central,net_zero_2050,decrease_agricultual_production,2045,53,460833.7237,13767,1500000,455000000
battery,central,net_zero_2050,decrease_agricultual_production,2045,51,460833.7237,13894,1500000,455000000
battery,texas,net_zero_2050,decrease_agricultual_production,2045,52,460833.7237,16905,1500000,455000000
battery,north_west,net_zero_2050,decrease_agricultual_production,2045,46,460833.7237,15101,1500000,455000000
battery,south_west,net_zero_2050,decrease_agricultual_production,2045,55,460833.7237,18119,1500000,455000000
battery,california,net_zero_2050,decrease_agricultual_production,2045,43,460833.7237,16108,1500000,455000000
battery,north_east,net_zero_2050,population_shift,2045,44,460833.7237,13117,1500000,455000000
battery,middle_atlantic,net_zero_2050,population_shift,2045,42,460833.7237,16807,1500000,455000000
battery,south_east,net_zero_2050,population_shift,2045,56,460833.7237,17292,1500000,455000000
battery,north_central,net_zero_2050,population_shift,2045,40,460833.7237,12576,1500000,455000000
battery,central,net_zero_2050,population_shift,2045,43,460833.7237,16620,1500000,455000000
battery,texas,net_zero_2050,population_shift,2045,39,460833.7237,13759,1500000,455000000
battery,north_west,net_zero_2050,population_shift,2045,47,460833.7237,13281,1500000,455000000
battery,south_west,net_zero_2050,population_shift,2045,45,460833.7237,15099,1500000,455000000
battery,california,net_zero_2050,population_shift,2045,49,460833.7237,14891,1500000,455000000
battery,north_east,net_zero_2050,increase_maritime,2045,41,460833.7237,16725,1500000,455000000
battery,middle_atlantic,net_zero_2050,increase_maritime,2045,55,460833.7237,17181,1500000,455000000
battery,south_east,net_zero_2050,increase_maritime,2045,52,460833.7237,16607,1500000,455000000
battery,north_central,net_zero_2050,increase_maritime,2045,53,460833.7237,14879,1500000,455000000
battery,central,net_zero_2050,increase_maritime,2045,48,460833.7237,17039,1500000,455000000
battery,texas,net_zero_2050,increase_maritime,2045,39,460833.7237,15873,1500000,455000000
battery,north_west,net_zero_2050,increase_maritime,2045,44,460833.7237,14956,1500000,455000000
battery,south_west,net_zero_2050,increase_maritime,2045,48,460833.7237,14768,1500000,455000000
battery,california,net_zero_2050,increase_maritime,2045,50,460833.7237,17119,1500000,455000000
catenary,north_east,business_as_usual,business_as_usual,2045,54,460833.7237,13629,1500000,455000000
catenary,middle_atlantic,business_as_usual,business_as_usual,2045,54,460833.7237,17874,1500000,455000000
catenary,south_east,business_as_usual,business_as_usual,2045,41,460833.7237,15502,1500000,455000000
catenary,north_central,business_as_usual,business_as_usual,2045,38,460833.7237,17453,1500000,455000000
catenary,central,business_as_usual,business_as_usual,2045,52,460833.7237,15934,1500000,455000000
catenary,texas,business_as_usual,business_as_usual,2045,50,460833.7237,18192,1500000,455000000
catenary,north_west,business_as_usual,business_as_usual,2045,47,460833.7237,17004,1500000,455000000
catenary,south_west,business_as_usual,business_as_usual,2045,54,460833.7237,17329,1500000,455000000
catenary,california,business_as_usual,business_as_usual,2045,54,460833.7237,15951,1500000,455000000
catenary,north_east,business_as_usual,agricultual_production_shift,2045,51,460833.7237,17085,1500000,455000000
catenary,middle_atlantic,business_as_usual,agricultual_production_shift,2045,38,460833.7237,14986,1500000,455000000
catenary,south_east,business_as_usual,agricultual_production_shift,2045,56,460833.7237,12484,1500000,455000000
catenary,north_central,business_as_usual,agricultual_production_shift,2045,46,460833.7237,13652,1500000,455000000
catenary,central,business_as_usual,agricultual_production_shift,2045,48,460833.7237,13229,1500000,455000000
catenary,texas,business_as_usual,agricultual_production_shift,2045,50,460833.7237,17983,1500000,455000000
catenary,north_west,business_as_usual,agricultual_production_shift,2045,38,460833.7237,14703,1500000,455000000
catenary,south_west,business_as_usual,agricultual_production_shift,2045,42,460833.7237,18520,1500000,455000000
catenary,california,business_as_usual,agricultual_production_shift,2045,51,460833.7237,18320,1500000,455000000
catenary,north_east,business_as_usual,decrease_agricultual_production,2045,49,460833.7237,15801,1500000,455000000
catenary,middle_atlantic,business_as_usual,decrease_agricultual_production,2045,45,460833.7237,14952,1500000,455000000
catenary,south_east,business_as_usual,decrease_agricultual_production,2045,44,460833.7237,15711,1500000,455000000
catenary,north_central,business_as_usual,decrease_agricultual_production,2045,39,460833.7237,17791,1500000,455000000
catenary,central,business_as_usual,decrease_agricultual_production,2045,55,460833.7237,15716,1500000,455000000
catenary,texas,business_as_usual,decrease_agricultual_production,2045,48,460833.7237,13776,1500000,455000000
catenary,north_west,business_as_usual,decrease_agricultual_production,2045,42,460833.7237,13898,1500000,455000000
catenary,south_west,business_as_usual,decrease_agricultual_production,2045,52,460833.7237,16510,1500000,455000000
catenary,california,business_as_usual,decrease_agricultual_production,2045,52,460833.7237,17504,1500000,455000000
catenary,north_east,business_as_usual,population_shift,2045,39,460833.7237,17954,1500000,455000000
catenary,middle_atlantic,business_as_usual,population_shift,2045,40,460833.7237,17759,1500000,455000000
catenary,south_east,business_as_usual,population_shift,2045,52,460833.7237,16972,1500000,455000000
catenary,north_central,business_as_usual,population_shift,2045,52,460833.7237,14471,1500000,455000000
catenary,central,business_as_usual,population_shift,2045,49,460833.7237,14755,1500000,455000000
catenary,texas,business_as_usual,population_shift,2045,45,460833.7237,16145,1500000,455000000
catenary,north_west,business_as_usual,population_shift,2045,55,460833.7237,12840,1500000,455000000
catenary,south_west,business_as_usual,population_shift,2045,45,460833.7237,17591,1500000,455000000
catenary,california,business_as_usual,population_shift,2045,41,460833.7237,17311,1500000,455000000
catenary,north_east,business_as_usual,increase_maritime,2045,50,460833.7237,14073,1500000,455000000
catenary,middle_atlantic,business_as_usual,increase_maritime,2045,52,460833.7237,14604,1500000,455000000
catenary,south_east,business_as_usual,increase_maritime,2045,53,460833.7237,14556,1500000,455000000
catenary,north_central,business_as_usual,increase_maritime,2045,44,460833.7237,18497,1500000,455000000
catenary,central,business_as_usual,increase_maritime,2045,55,460833.7237,16172,1500000,455000000
catenary,texas,business_as_usual,increase_maritime,2045,50,460833.7237,15564,1500000,455000000
catenary,north_west,business_as_usual,increase_maritime,2045,38,460833.7237,12938,1500000,455000000
catenary,south_west,business_as_usual,increase_maritime,2045,56,460833.7237,14145,1500000,455000000
catenary,california,business_as_usual,increase_maritime,2045,47,460833.7237,15072,1500000,455000000
catenary,north_east,50%_reduction_2050,business_as_usual,2045,56,460833.7237,14632,1500000,455000000
catenary,middle_atlantic,50%_reduction_2050,business_as_usual,2045,41,460833.7237,13663,1500000,455000000
catenary,south_east,50%_reduction_2050,business_as_usual,2045,38,460833.7237,16273,1500000,455000000
catenary,north_central,50%_reduction_2050,business_as_usual,2045,50,460833.7237,15394,1500000,455000000
catenary,central,50%_reduction_2050,business_as_usual,2045,50,460833.7237,17512,1500000,455000000
catenary,texas,50%_reduction_2050,business_as_usual,2045,53,460833.7237,18395,1500000,455000000
catenary,north_west,50%_reduction_2050,business_as_usual,2045,43,460833.7237,13202,1500000,455000000
catenary,south_west,50%_reduction_2050,business_as_usual,2045,47,460833.7237,12941,1500000,455000000
catenary,california,50%_reduction_2050,business_as_usual,2045,49,460833.7237,16612,1500000,455000000
catenary,north_east,50%_reduction_2050,agricultual_production_shift,2045,43,460833.7237,15754,1500000,455000000
catenary,middle_atlantic,50%_reduction_2050,agricultual_production_shift,2045,54,460833.7237,12600,1500000,455000000
catenary,south_east,50%_reduction_2050,agricultual_production_shift,2045,45,460833.7237,15753,1500000,455000000
catenary,north_central,50%_reduction_2050,agricultual_production_shift,2045,41,460833.7237,15099,1500000,455000000
catenary,central,50%_reduction_2050,agricultual_production_shift,2045,55,460833.7237,17570,1500000,455000000
catenary,texas,50%_reduction_2050,agricultual_production_shift,2045,55,460833.7237,13706,1500000,455000000
catenary,north_west,50%_reduction_2050,agricultual_production_shift,2045,52,460833.7237,17291,1500000,455000000
catenary,south_west,50%_reduction_2050,agricultual_production_shift,2045,42,460833.7237,18470,1500000,455000000
catenary,california,50%_reduction_2050,agricultual_production_shift,2045,46,460833.7237,17865,1500000,455000000
catenary,north_east,50%_reduction_2050,decrease_agricultual_production,2045,44,460833.7237,16632,1500000,455000000
catenary,middle_atlantic,50%_reduction_2050,decrease_agricultual_production,2045,45,460833.7237,18075,1500000,455000000
catenary,south_east,50%_reduction_2050,decrease_agricultual_production,2045,39,460833.7237,18134,1500000,455000000
catenary,north_central,50%_reduction_2050,decrease_agricultual_production,2045,47,460833.7237,15733,1500000,455000000
catenary,central,50%_reduction_2050,decrease_agricultual_production,2045,47,460833.7237,16923,1500000,455000000
catenary,texas,50%_reduction_2050,decrease_agricultual_production,2045,43,460833.7237,15195,1500000,455000000
catenary,north_west,50%_reduction_2050,decrease_agricultual_production,2045,45,460833.7237,18305,1500000,455000000
catenary,south_west,50%_reduction_2050,decrease_agricultual_production,2045,42,460833.7237,14872,1500000,455000000
catenary,california,50%_reduction_2050,decrease_agricultual_production,2045,46,460833.7237,12916,1500000,455000000
catenary,north_east,50%_reduction_2050,population_shift,2045,56,460833.7237,15589,1500000,455000000
catenary,middle_atlantic,50%_reduction_2050,population_shift,2045,49,460833.7237,14146,1500000,455000000
catenary,south_east,50%_reduction_2050,population_shift,2045,41,460833.7237,18393,1500000,455000000
catenary,north_central,50%_reduction_2050,population_shift,2045,44,460833.7237,15308,1500000,455000000
catenary,central,50%_reduction_2050,population_shift,2045,38,460833.7237,17851,1500000,455000000
catenary,texas,50%_reduction_2050,population_shift,2045,49,460833.7237,16775,1500000,455000000
catenary,north_west,50%_reduction_2050,population_shift,2045,48,460833.7237,13699,1500000,455000000
catenary,south_west,50%_reduction_2050,population_shift,2045,42,460833.7237,18186,1500000,455000000
catenary,california,50%_reduction_2050,population_shift,2045,52,460833.7237,14301,1500000,455000000
catenary,north_east,50%_reduction_2050,increase_maritime,2045,50,460833.7237,17244,1500000,455000000
catenary,middle_atlantic,50%_reduction_2050,increase_maritime,2045,46,460833.7237,17365,1500000,455000000
catenary,south_east,50%_reduction_2050,increase_maritime,2045,49,460833.7237,14736,1500000,455000000
catenary,north_central,50%_reduction_2050,increase_maritime,2045,43,460833.7237,15492,1500000,455000000
catenary,central,50%_reduction_2050,increase_maritime,2045,41,460833.7237,16676,1500000,455000000
catenary,texas,50%_reduction_2050,increase_maritime,2045,54,460833.7237,15495,1500000,455000000
catenary,north_west,50%_reduction_2050,increase_maritime,2045,42,460833.7237,18634,1500000,455000000
catenary,south_west,50%_reduction_2050,increase_maritime,2045,40,460833.7237,14818,1500000,455000000
catenary,california,50%_reduction_2050,increase_maritime,2045,47,460833.7237,13011,1500000,455000000
catenary,north_east,net_zero_2050,business_as_usual,2045,46,460833.7237,13283,1500000,455000000
catenary,middle_atlantic,net_zero_2050,business_as_usual,2045,42,460833.7237,17776,1500000,455000000
catenary,south_east,net_zero_2050,business_as_usual,2045,50,460833.7237,13081,1500000,455000000
catenary,north_central,net_zero_2050,business_as_usual,2045,45,460833.7237,16006,1500000,455000000
catenary,central,net_zero_2050,business_as_usual,2045,56,460833.7237,17886,1500000,455000000
catenary,texas,net_zero_2050,business_as_usual,2045,54,460833.7237,13826,1500000,455000000
catenary,north_west,net_zero_2050,business_as_usual,2045,42,460833.7237,13060,1500000,455000000
catenary,south_west,net_zero_2050,business_as_usual,2045,47,460833.7237,12876,1500000,455000000
catenary,california,net_zero_2050,business_as_usual,2045,53,460833.7237,17553,1500000,455000000
catenary,north_east,net_zero_2050,agricultual_production_shift,2045,52,460833.7237,15299,1500000,455000000
catenary,middle_atlantic,net_zero_2050,agricultual_production_shift,2045,51,460833.7237,18405,1500000,455000000
catenary,south_east,net_zero_2050,agricultual_production_shift,2045,46,460833.7237,13618,1500000,455000000
catenary,north_central,net_zero_2050,agricultual_production_shift,2045,54,460833.7237,17979,1500000,455000000
catenary,central,net_zero_2050,agricultual_production_shift,2045,41,460833.7237,12757,1500000,455000000
catenary,texas,net_zero_2050,agricultual_production_shift,2045,43,460833.7237,15759,1500000,455000000
catenary,north_west,net_zero_2050,agricultual_production_shift,2045,43,460833.7237,17079,1500000,455000000
catenary,south_west,net_zero_2050,agricultual_production_shift,2045,56,460833.7237,16141,1500000,455000000
catenary,california,net_zero_2050,agricultual_production_shift,2045,45,460833.7237,13210,1500000,455000000
catenary,north_east,net_zero_2050,decrease_agricultual_production,2045,44,460833.7237,13258,1500000,455000000
catenary,middle_atlantic,net_zero_2050,decrease_agricultual_production,2045,39,460833.7237,14480,1500000,455000000
catenary,south_east,net_zero_2050,decrease_agricultual_production,2045,40,460833.7237,15179,1500000,455000000
catenary,north_central,net_zero_2050,decrease_agricultual_production,2045,48,460833.7237,16838,1500000,455000000
catenary,central,net_zero_2050,decrease_agricultual_production,2045,43,460833.7237,13309,1500000,455000000
catenary,texas,net_zero_2050,decrease_agricultual_production,2045,43,460833.7237,17818,1500000,455000000
catenary,north_west,net_zero_2050,decrease_agricultual_production,2045,50,460833.7237,15502,1500000,455000000
catenary,south_west,net_zero_2050,decrease_agricultual_production,2045,45,460833.7237,16899,1500000,455000000
catenary,california,net_zero_2050,decrease_agricultual_production,2045,43,460833.7237,12797,1500000,455000000
catenary,north_east,net_zero_2050,population_shift,2045,42,460833.7237,17903,1500000,455000000
catenary,middle_atlantic,net_zero_2050,population_shift,2045,39,460833.7237,18435,1500000,455000000
catenary,south_east,net_zero_2050,population_shift,2045,40,460833.7237,16697,1500000,455000000
catenary,north_central,net_zero_2050,population_shift,2045,46,460833.7237,14582,1500000,455000000
catenary,central,net_zero_2050,population_shift,2045,54,460833.7237,17836,1500000,455000000
catenary,texas,net_zero_2050,population_shift,2045,41,460833.7237,13028,1500000,455000000
catenary,north_west,net_zero_2050,population_shift,2045,45,460833.7237,17994,1500000,455000000
catenary,south_west,net_zero_2050,population_shift,2045,39,460833.7237,15111,1500000,455000000
catenary,california,net_zero_2050,population_shift,2045,47,460833.7237,17231,1500000,455000000
catenary,north_east,net_zero_2050,increase_maritime,2045,47,460833.7237,14189,1500000,455000000
catenary,middle_atlantic,net_zero_2050,increase_maritime,2045,52,460833.7237,16382,1500000,455000000
catenary,south_east,net_zero_2050,increase_maritime,2045,45,460833.7237,17315,1500000,455000000
catenary,north_central,net_zero_2050,increase_maritime,2045,52,460833.7237,15560,1500000,455000000
catenary,central,net_zero_2050,increase_maritime,2045,45,460833.7237,15843,1500000,455000000
catenary,texas,net_zero_2050,increase_maritime,2045,39,460833.7237,16204,1500000,455000000
catenary,north_west,net_zero_2050,increase_maritime,2045,43,460833.7237,17136,1500000,455000000
catenary,south_west,net_zero_2050,increase_maritime,2045,45,460833.7237,16158,1500000,455000000
catenary,california,net_zero_2050,increase_maritime,2045,41,460833.7237,14083,1500000,455000000
diesel,north_east,business_as_usual,business_as_usual,2050,56,460833.7237,17588,1500000,455000000
diesel,middle_atlantic,business_as_usual,business_as_usual,2050,48,460833.7237,17604,1500000,455000000
diesel,south_east,business_as_usual,business_as_usual,2050,54,460833.7237,12766,1500000,455000000
diesel,north_central,business_as_usual,business_as_usual,2050,51,460833.7237,16137,1500000,455000000
diesel,central,business_as_usual,business_as_usual,2050,44,460833.7237,14643,1500000,455000000
diesel,texas,business_as_usual,business_as_usual,2050,38,460833.7237,16103,1500000,455000000
diesel,north_west,business_as_usual,business_as_usual,2050,50,460833.7237,16393,1500000,455000000
diesel,south_west,business_as_usual,business_as_usual,2050,51,460833.7237,13752,1500000,455000000
diesel,california,business_as_usual,business_as_usual,2050,44,460833.7237,15645,1500000,455000000
diesel,north_east,business_as_usual,agricultual_production_shift,2050,53,460833.7237,18067,1500000,455000000
diesel,middle_atlantic,business_as_usual,agricultual_production_shift,2050,47,460833.7237,16600,1500000,455000000
diesel,south_east,business_as_usual,agricultual_production_shift,2050,48,460833.7237,12457,1500000,455000000
diesel,north_central,business_as_usual,agricultual_production_shift,2050,47,460833.7237,17656,1500000,455000000
diesel,central,business_as_usual,agricultual_production_shift,2050,46,460833.7237,18337,1500000,455000000
diesel,texas,business_as_usual,agricultual_production_shift,2050,50,460833.7237,16022,1500000,455000000
diesel,north_west,business_as_usual,agricultual_production_shift,2050,42,460833.7237,18500,1500000,455000000
diesel,south_west,business_as_usual,agricultual_production_shift,2050,51,460833.7237,14567,1500000,455000000
diesel,california,business_as_usual,agricultual_production_shift,2050,38,460833.7237,17535,1500000,455000000
diesel,north_east,business_as_usual,decrease_agricultual_production,2050,39,460833.7237,16073,1500000,455000000
diesel,middle_atlantic,business_as_usual,decrease_agricultual_production,2050,42,460833.7237,14940,1500000,455000000
diesel,south_east,business_as_usual,decrease_agricultual_production,2050,47,460833.7237,17496,1500000,455000000
diesel,north_central,business_as_usual,decrease_agricultual_production,2050,45,460833.7237,12674,1500000,455000000
diesel,central,business_as_usual,decrease_agricultual_production,2050,51,460833.7237,15915,1500000,455000000
diesel,texas,business_as_usual,decrease_agricultual_production,2050,48,460833.7237,12594,1500000,455000000
diesel,north_west,business_as_usual,decrease_agricultual_production,2050,41,460833.7237,13779,1500000,455000000
diesel,south_west,business_as_usual,decrease_agricultual_production,2050,54,460833.7237,13653,1500000,455000000
diesel,california,business_as_usual,decrease_agricultual_production,2050,39,460833.7237,17547,1500000,455000000
diesel,north_east,business_as_usual,population_shift,2050,54,460833.7237,15862,1500000,455000000
diesel,middle_atlantic,business_as_usual,population_shift,2050,39,460833.7237,14878,1500000,455000000
diesel,south_east,business_as_usual,population_shift,2050,53,460833.7237,12875,1500000,455000000
diesel,north_central,business_as_usual,population_shift,2050,48,460833.7237,14052,1500000,455000000
diesel,central,business_as_usual,population_shift,2050,49,460833.7237,15092,1500000,455000000
diesel,texas,business_as_usual,population_shift,2050,42,460833.7237,14145,1500000,455000000
diesel,north_west,business_as_usual,population_shift,2050,45,460833.7237,16187,1500000,455000000
diesel,south_west,business_as_usual,population_shift,2050,45,460833.7237,16991,1500000,455000000
diesel,california,business_as_usual,population_shift,2050,52,460833.7237,15354,1500000,455000000
diesel,north_east,business_as_usual,increase_maritime,2050,41,460833.7237,18190,1500000,455000000
diesel,middle_atlantic,business_as_usual,increase_maritime,2050,55,460833.7237,15241,1500000,455000000
diesel,south_east,business_as_usual,increase_maritime,2050,41,460833.7237,17571,1500000,455000000
diesel,north_central,business_as_usual,increase_maritime,2050,52,460833.7237,18196,1500000,455000000
diesel,central,business_as_usual,increase_maritime,2050,56,460833.7237,13685,1500000,455000000
diesel,texas,business_as_usual,increase_maritime,2050,47,460833.7237,13833,1500000,455000000
diesel,north_west,business_as_usual,increase_maritime,2050,45,460833.7237,16094,1500000,455000000
diesel,south_west,business_as_usual,increase_maritime,2050,43,460833.7237,16802,1500000,455000000
diesel,california,business_as_usual,increase_maritime,2050,42,460833.7237,14107,1500000,455000000
diesel,north_east,50%_reduction_2050,business_as_usual,2050,46,460833.7237,13744,1500000,455000000
diesel,middle_atlantic,50%_reduction_2050,business_as_usual,2050,43,460833.7237,12557,1500000,455000000
diesel,south_east,50%_reduction_2050,business_as_usual,2050,39,460833.7237,12853,1500000,455000000
diesel,north_central,50%_reduction_2050,business_as_usual,2050,49,460833.7237,14866,1500000,455000000
diesel,central,50%_reduction_2050,business_as_usual,2050,48,460833.7237,17385,1500000,455000000
diesel,texas,50%_reduction_2050,business_as_usual,2050,49,460833.7237,13767,1500000,455000000
diesel,north_west,50%_reduction_2050,business_as_usual,2050,52,460833.7237,17807,1500000,455000000
diesel,south_west,50%_reduction_2050,business_as_usual,2050,50,460833.7237,16476,1500000,455000000
diesel,california,50%_reduction_2050,business_as_usual,2050,50,460833.7237,14400,1500000,455000000
diesel,north_east,50%_reduction_2050,agricultual_production_shift,2050,52,460833.7237,14200,1500000,455000000
diesel,middle_atlantic,50%_reduction_2050,agricultual_production_shift,2050,55,460833.7237,16313,1500000,455000000
diesel,south_east,50%_reduction_2050,agricultual_production_shift,2050,56,460833.7237,17638,1500000,455000000
diesel,north_central,50%_reduction_2050,agricultual_production_shift,2050,42,460833.7237,16013,1500000,455000000
diesel,central,50%_reduction_2050,agricultual_production_shift,2050,44,460833.7237,16759,1500000,455000000
diesel,texas,50%_reduction_2050,agricultual_production_shift,2050,40,460833.7237,14702,1500000,455000000
diesel,north_west,50%_reduction_2050,agricultual_production_shift,2050,44,460833.7237,17175,1500000,455000000
diesel,south_west,50%_reduction_2050,agricultual_production_shift,2050,52,460833.7237,13259,1500000,455000000
diesel,california,50%_reduction_2050,agricultual_production_shift,2050,41,460833.7237,12848,1500000,455000000
diesel,north_east,50%_reduction_2050,decrease_agricultual_production,2050,42,460833.7237,12482,1500000,455000000
diesel,middle_atlantic,50%_reduction_2050,decrease_agricultual_production,2050,40,460833.7237,17197,1500000,455000000
diesel,south_east,50%_reduction_2050,decrease_agricultual_production,2050,48,460833.7237,16999,1500000,455000000
diesel,north_central,50%_reduction_2050,decrease_agricultual_production,2050,55,460833.7237,16884,1500000,455000000
diesel,central,50%_reduction_2050,decrease_agricultual_production,2050,51,460833.7237,13283,1500000,455000000
diesel,texas,50%_reduction_2050,decrease_agricultual_production,2050,56,460833.7237,13756,1500000,455000000
diesel,north_west,50%_reduction_2050,decrease_agricultual_production,2050,46,460833.7237,17203,1500000,455000000
diesel,south_west,50%_reduction_2050,decrease_agricultual_production,2050,53,460833.7237,16460,1500000,455000000
diesel,california,50%_reduction_2050,decrease_agricultual_production,2050,55,460833.7237,15019,1500000,455000000
